tweet-sno-5	Q0	vclaim-sno-ilhan-omar-treason-advice-iran	0
tweet-sno-6	Q0	vclaim-sno-was-obama-worst-president-new-poll	0
tweet-sno-7	Q0	vclaim-sno-bernie-sanders-iran-hostage-crisis	0
tweet-sno-11	Q0	vclaim-sno-white-house-trump_photo-delete	0
tweet-sno-17	Q0	vclaim-sno-make-whites-great-again-hat	0
tweet-sno-21	Q0	vclaim-sno-was-parler-hacked	0
tweet-sno-23	Q0	vclaim-sno-biden-keystone-pipeline-find-a-job	0
tweet-sno-25	Q0	vclaim-sno-thunberg-actress-estella-renee	0
tweet-sno-34	Q0	vclaim-sno-29-august-hurricanes	0
tweet-sno-37	Q0	vclaim-sno-democrats-socialist-party-poster	0
tweet-sno-38	Q0	vclaim-sno-north-carolina-sharia	0
tweet-sno-39	Q0	vclaim-sno-social-volunteers-hurricane-dorian	0
tweet-sno-40	Q0	vclaim-sno-social-volunteers-hurricane-dorian	0
tweet-sno-42	Q0	vclaim-sno-cocaine-bricks-wash-up-dorian	0
tweet-sno-43	Q0	vclaim-sno-chelsea-clinton-marijuana	0
tweet-sno-46	Q0	vclaim-sno-schiff-epstein-photo	0
tweet-sno-47	Q0	vclaim-sno-rnc-chairwoman-deleted-tweet	0
tweet-sno-51	Q0	vclaim-sno-walmart-attic-homeless-people	0
tweet-sno-52	Q0	vclaim-sno-kiss	0
tweet-sno-53	Q0	vclaim-sno-trump-supporters-leave-trash	0
tweet-sno-54	Q0	vclaim-sno-tomi-lahren-little-mermaid	0
tweet-sno-60	Q0	vclaim-sno-trump-to-strike-down-obamas-regulation-expanding-overtime	0
tweet-sno-61	Q0	vclaim-sno-michelle-obama-white-folks-quote	0
tweet-sno-62	Q0	vclaim-sno-world-series	0
tweet-sno-63	Q0	vclaim-sno-jet-flyover-selfie	0
tweet-sno-64	Q0	vclaim-sno-biden-houston-and-michigan	0
tweet-sno-66	Q0	vclaim-sno-gillibrand-social-security	0
tweet-sno-72	Q0	vclaim-sno-bernie-supporters-map	0
tweet-sno-73	Q0	vclaim-sno-obama-we-deserved-911	0
tweet-sno-74	Q0	vclaim-sno-trump-military-parade	0
tweet-sno-75	Q0	vclaim-sno-team-project	0
tweet-sno-76	Q0	vclaim-sno-donald-trump-wealthy-great-quote	0
tweet-sno-78	Q0	vclaim-sno-giuliani-wuhan-lab-tweet	0
tweet-sno-84	Q0	vclaim-sno-bury-go-round	0
tweet-sno-85	Q0	vclaim-sno-donald-trumps-golden-toilet	0
tweet-sno-87	Q0	vclaim-sno-frederica-wilson-veterans	0
tweet-sno-96	Q0	vclaim-sno-donald-trump-plans-to-declare-war-on-americans	0
tweet-sno-97	Q0	vclaim-sno-obama-officials-iran-policy	0
tweet-sno-98	Q0	vclaim-sno-watching-apollo-8-rocket-launch	0
tweet-sno-99	Q0	vclaim-sno-trump-osama-attack	0
tweet-sno-100	Q0	vclaim-sno-trump-lose-followers-first-time	0
tweet-sno-104	Q0	vclaim-sno-hurricane-katrina-looters	0
tweet-sno-105	Q0	vclaim-sno-ai-robots-kill-scientists	0
tweet-sno-106	Q0	vclaim-sno-giant-fossil-seahorse	0
tweet-sno-109	Q0	vclaim-sno-biden-indian-americans	0
tweet-sno-112	Q0	vclaim-sno-escape-from-buckingham-palace	0
tweet-sno-113	Q0	vclaim-sno-bono-trump-destroy-america	0
tweet-sno-116	Q0	vclaim-sno-childrens-concentration-camp	0
tweet-sno-117	Q0	vclaim-sno-trump-stock-market-prediction	0
tweet-sno-118	Q0	vclaim-sno-kim-jong-shot-coronavirus-patient	0
tweet-sno-119	Q0	vclaim-sno-did-germanys-black-forest-cause-15000-missing-person-cases-last-year	0
tweet-sno-120	Q0	vclaim-sno-nancy-pelosi-voting-age	0
